[376.7, 39.1, -27.528945922851562, 0, 0]
[376.7, 39.1, -47.52894592285156, 1, 1]
[376.0, 39.1, -47.52894592285156, 0, 0]
[376.0, 39.7, -47.52894592285156, 0, 0]
[376.0, 41.8, -47.52894592285156, 0, 0]
[376.0, 43.1, -47.52894592285156, 0, 0]
[376.1, 44.0, -47.52894592285156, 0, 0]
[376.8, 44.1, -47.52894592285156, 0, 0]
[376.8, 44.1, -27.528945922851562, 1, 0]
[376.8, 42.8, -27.528945922851562, 0, 0]
[376.8, 42.8, -47.52894592285156, 1, 1]
[376.8, 43.6, -47.52894592285156, 0, 0]
[376.8, 44.1, -47.52894592285156, 0, 0]
[376.7, 43.1, -47.52894592285156, 0, 0]
[376.7, 41.8, -47.52894592285156, 0, 0]
[376.7, 39.7, -47.52894592285156, 0, 0]
[376.7, 39.1, -47.52894592285156, 0, 0]
[376.8, 40.2, -47.52894592285156, 0, 0]
[376.9, 40.4, -47.52894592285156, 0, 0]
[376.9, 40.4, -27.528945922851562, 1, 0]
[377.9, 40.4, -27.528945922851562, 0, 0]
[377.9, 40.4, -47.52894592285156, 1, 1]
[376.8, 40.4, -47.52894592285156, 0, 0]
[376.7, 41.6, -47.52894592285156, 0, 0]
[376.7, 42.7, -47.52894592285156, 0, 0]
[376.8, 42.8, -47.52894592285156, 0, 0]
[377.9, 42.8, -47.52894592285156, 0, 0]
[377.9, 42.8, -27.528945922851562, 1, 0]
[378.7, 39.1, -27.528945922851562, 0, 0]
[378.7, 39.1, -47.52894592285156, 1, 1]
[377.9, 39.1, -47.52894592285156, 0, 0]
[377.9, 39.7, -47.52894592285156, 0, 0]
[377.9, 42.1, -47.52894592285156, 0, 0]
[377.9, 43.3, -47.52894592285156, 0, 0]
[377.9, 43.8, -47.52894592285156, 0, 0]
[377.9, 44.3, -47.52894592285156, 0, 0]
[378.6, 44.4, -47.52894592285156, 0, 0]
[378.6, 44.4, -27.528945922851562, 1, 0]
[378.8, 31.4, -27.528945922851562, 0, 0]
[378.8, 31.4, -47.52894592285156, 1, 1]
[378.7, 31.4, -47.52894592285156, 0, 0]
[377.6, 31.5, -47.52894592285156, 0, 0]
